0.000333333 -0.0672933 1.39265e-05 -0 -0.000313752 -0 -0.000313752 -0.0242037 0.00619561 -0.00774543 
0.000666666 -0.0710318 2.00501e-05 -0 -0.000313647 -0 -0.000313647 -0.0203889 0.00665699 -0.0021383 
0.000999999 -0.0667592 2.715e-05 -0 -0.000313543 -0 -0.000313543 -0.0173371 0.0064263 -0.00614339 
0.00133333 -0.0656911 3.5226e-05 -0 -0.000313439 -0 -0.000313439 -0.0242037 0.0112708 -0.00534238 
0.00166666 -0.0646229 4.42782e-05 -0 -0.000313334 -0 -0.000313334 -0.0173371 0.00734906 -0.00854645 
0.002 -0.0683615 5.43063e-05 -0 -0.00031323 -0 -0.00031323 -0.0272556 0.00942527 -0.00614339 
0.00233333 -0.0688955 6.53104e-05 -0 -0.000313126 -0 -0.000313126 -0.0173371 0.00965596 -0.00454136 
0.00266666 -0.0678274 7.72902e-05 -0 -0.000313022 -0 -0.000313022 -0.0173371 0.00757975 -0.00774543 
0.003 -0.0721 9.02456e-05 -0 -0.000312918 -0 -0.000312918 -0.0242037 0.00827182 -0.00774543 
0.00333333 -0.0683615 0.000104177 -0 -0.000312814 -0 -0.000312814 -0.0280185 0.00896389 -0.00854645 
0.00366666 -0.0608844 0.000119083 -0 -0.000312711 -0 -0.000312711 -0.0181 0.00596492 -0.00454136 
0.004 -0.0672933 0.000134964 -0 -0.000312607 -0 -0.000312607 -0.0234408 0.00942527 -0.00934747 
0.00433333 -0.0694296 0.000151821 -0 -0.000312503 -0 -0.000312503 -0.0242037 0.00827182 -0.00534238 
0.00466666 -0.0694296 0.000169652 -0 -0.0003124 -0 -0.0003124 -0.0318333 0.00896389 -0.00774543 
0.00499999 -0.0646229 0.000188459 -0 -0.000312296 -0 -0.000312296 -0.0242037 0.00734906 -0.00854645 
0.00533333 -0.0646229 0.000208239 -0 -0.000312193 -0 -0.000312193 -0.0211519 0.00781044 -0.00534238 
0.00566666 -0.0667592 0.000228994 -0 -0.000312089 -0 -0.000312089 -0.0173371 0.00665699 -0.00534238 
0.00599999 -0.0678274 0.000250724 -0 -0.000311986 -0 -0.000311986 -0.0173371 0.0043501 -0.00534238 
0.00633333 -0.0699637 0.000273427 -0 -0.000311883 -0 -0.000311883 -0.0242037 0.00965596 -0.00614339 
0.00666666 -0.0683615 0.000297103 -0 -0.00031178 -0 -0.00031178 -0.0242037 0.00781044 -0.00454136 
0.00699999 -0.0715659 0.000321754 -0 -0.000311677 -0 -0.000311677 -0.0211519 0.00619561 -0.00614339 
0.00733333 -0.0688955 0.000347377 -0 -0.000311574 -0 -0.000311574 -0.0310704 0.0126549 -0.00694441 
0.00766666 -0.0582141 0.000373974 -0 -0.000311471 -0 -0.000311471 -0.0173371 0.00919458 -0.00774543 
0.00799999 -0.0656911 0.000401543 -0 -0.000311368 -0 -0.000311368 -0.0356482 0.00781044 -0.00614339 
0.00833332 -0.0699637 0.000430084 -0 -0.000311265 -0 -0.000311265 -0.0150482 0.00711837 -0.00614339 
0.00866666 -0.0608844 0.000459598 -0 -0.000311162 -0 -0.000311162 -0.0257296 0.00850251 -0.00774543 
0.00899999 -0.065157 0.000490084 -0 -0.000311059 -0 -0.000311059 -0.0249667 0.00988664 -0.00293932 
0.00933332 -0.0640889 0.000521542 -0 -0.000310957 -0 -0.000310957 -0.00894446 0.00734906 -0.00534238 
0.00966666 -0.0694296 0.00055397 -0 -0.000310854 -0 -0.000310854 -0.0234408 0.00734906 -0.00454136 
0.00999999 -0.0678274 0.00058737 -0 -0.000310752 -0 -0.000310752 -0.0234408 0.00827182 -0.00454136 
0.0103333 -0.0646229 0.000621741 -0 -0.000310649 -0 -0.000310649 -0.0173371 0.0064263 -0.00614339 
0.0106667 -0.0683615 0.000657081 -0 -0.000310547 -0 -0.000310547 -0.0104704 0.0064263 -0.00534238 
0.011 -0.0646229 0.000693392 -0 -0.000310445 -0 -0.000310445 -0.0211519 0.00804113 -0.00454136 
0.0113333 -0.065157 0.000730673 -0 -0.000310342 -0 -0.000310342 -0.0135222 0.00734906 -0.00454136 
0.0116667 -0.065157 0.000768923 -0 -0.00031024 -0 -0.00031024 -0.0264926 0.00988664 -0.00534238 
0.012 -0.0667592 0.000808142 -0 -0.000310138 -0 -0.000310138 -0.0257296 0.0110401 -0.00774543 
0.0123333 -0.0656911 0.00084833 -0 -0.000310036 -0 -0.000310036 -0.0242037 0.00665699 -0.00534238 
0.0126667 -0.0640889 0.000889486 -0 -0.000309934 -0 -0.000309934 -0.0173371 0.00942527 -0.00694441 
0.013 -0.0710318 0.00093161 -0 -0.000309832 -0 -0.000309832 -0.0127593 0.00619561 -0.00614339 
0.0133333 -0.0656911 0.000974701 -0 -0.00030973 -0 -0.00030973 -0.0158111 0.00850251 -0.00454136 
0.0136667 -0.0656911 0.00101876 -0 -0.000309629 -0 -0.000309629 -0.0257296 0.00942527 -0.00534238 
0.014 -0.0678274 0.00106378 -0 -0.000309527 -0 -0.000309527 -0.0211519 0.010348 -0.00293932 
0.0143333 -0.065157 0.00110978 -0 -0.000309425 -0 -0.000309425 -0.0211519 0.00596492 -0.00934747 
0.0146667 -0.0710318 0.00115673 -0 -0.000309324 -0 -0.000309324 -0.0158111 0.00596492 -0.00934747 
0.015 -0.0635548 0.00120466 -0 -0.000309222 -0 -0.000309222 -0.0295445 0.0110401 -0.00614339 
0.0153333 -0.0624866 0.00125354 -0 -0.000309121 -0 -0.000309121 -0.0211519 0.00573424 -0.00614339 
0.0156667 -0.065157 0.0013034 -0 -0.00030902 -0 -0.00030902 -0.0173371 0.00827182 -0.00854645 
0.016 -0.0667592 0.00135421 -0 -0.000308918 -0 -0.000308918 -0.0203889 0.00734906 -0.00774543 
0.0163333 -0.0667592 0.00140599 -0 -0.000308817 -0 -0.000308817 -0.0196259 0.0064263 -0.0021383 
0.0166666 -0.0656911 0.00145874 -0 -0.000308716 -0 -0.000308716 -0.0142852 0.00757975 -0.00694441 
0.017 -0.0678274 0.00151244 -0 -0.000308615 -0 -0.000308615 -0.0264926 0.00757975 -0.00774543 
0.0173333 -0.065157 0.00156711 -0 -0.000308514 -0 -0.000308514 -0.0211519 0.00919458 -0.00614339 
0.0176666 -0.0699637 0.00162274 -0 -0.000308413 -0 -0.000308413 -0.0234408 0.00804113 -0.00454136 
0.018 -0.0683615 0.00167933 -0 -0.000308312 -0 -0.000308312 -0.0295445 0.00757975 -0.00774543 
0.0183333 -0.0731681 0.00173688 -0 -0.000308211 -0 -0.000308211 -0.0257296 0.010348 -0.00534238 
0.0186666 -0.0678274 0.00179539 -0 -0.00030811 -0 -0.00030811 -0.0127593 0.00827182 -0.00454136 
0.019 -0.0699637 0.00185486 -0 -0.00030801 -0 -0.00030801 -0.0219148 0.00988664 -0.00053626 
0.0193333 -0.0721 0.0019153 -0 -0.000307909 -0 -0.000307909 -0.0234408 0.00942527 -0.00534238 
0.0196666 -0.0635548 0.00197668 -0 -0.000307808 -0 -0.000307808 -0.0272556 0.00665699 -0.00534238 
0.02 -0.0678274 0.00203903 -0 -0.000307708 -0 -0.000307708 -0.018863 0.00827182 -0.00534238 
0.0203333 -0.065157 0.00210233 -0 -0.000307608 -0 -0.000307608 -0.0211519 0.00804113 -0.00774543 
0.0206666 -0.0699637 0.0021666 -0 -0.000307507 -0 -0.000307507 -0.0264926 0.00804113 -0.00614339 
0.021 -0.0699637 0.00223181 -0 -0.000307407 -0 -0.000307407 -0.0249667 0.00942527 -0.0021383 
0.0213333 -0.0646229 0.00229798 -0 -0.000307307 -0 -0.000307307 -0.00589261 0.00734906 -0.00293932 
0.0216666 -0.0715659 0.00236511 -0 -0.000307206 -0 -0.000307206 -0.0234408 0.00919458 -0.0021383 
0.022 -0.065157 0.00243319 -0 -0.000307106 -0 -0.000307106 -0.0142852 0.00757975 -0.00774543 
